chapter,chapter_description,block,block_description,code,code_description
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94,Abnormal results of function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.0,Abnormal results of function studies of central nervous system
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.1,Abnormal results of function studies of peripheral nervous system and special senses
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.2,Abnormal results of pulmonary function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.3,Abnormal results of cardiovascular function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.4,Abnormal results of kidney function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.5,Abnormal results of liver function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.6,Abnormal results of thyroid function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.7,Abnormal results of other endocrine function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94.8,Abnormal results of function studies of other organs and systems
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R95,Sudden infant death syndrome
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R95.0,Sudden infant death syndrome with mention of autopsy
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R95.9,Sudden infant death syndrome without mention of autopsy
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R96,"Other sudden death, cause unknown"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R96.0,Instantaneous death
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R96.1,"Death occurring less than 24 hours from onset of symptoms, not otherwise explained"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R98,Unattended death
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R99,Other ill-defined and unspecified causes of mortality
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00,Superficial injury of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.0,Superficial injury of scalp
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.1,Contusion of eyelid and periocular area
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.2,Other superficial injuries of eyelid and periocular area
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.3,Superficial injury of nose
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.4,Superficial injury of ear
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.5,Superficial injury of lip and oral cavity
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.7,Multiple superficial injuries of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.8,Superficial injury of other parts of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00.9,"Superficial injury of head, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01,Open wound of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.0,Open wound of scalp
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.1,Open wound of eyelid and periocular area
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.2,Open wound of nose
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.3,Open wound of ear
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.4,Open wound of cheek and temporomandibular area
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.5,Open wound of lip and oral cavity
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.7,Multiple open wounds of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.8,Open wound of other parts of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S01.9,"Open wound of head, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02,Fracture of skull and facial bones
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.0,Fracture of vault of skull
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.1,Fracture of base of skull
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.2,Fracture of nasal bones
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.3,Fracture of orbital floor
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.4,Fracture of malar and maxillary bones
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.5,Fracture of tooth
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.6,Fracture of mandible
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.7,Multiple fractures involving skull and facial bones
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.8,Fractures of other skull and facial bones
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S02.9,"Fracture of skull and facial bones, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S03,"Dislocation, sprain and strain of joints and ligaments of head"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S03.0,Dislocation of jaw
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S03.1,Dislocation of septal cartilage of nose
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S03.2,Dislocation of tooth
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S03.3,Dislocation of other and unspecified parts of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S03.4,Sprain and strain of jaw
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S03.5,Sprain and strain of joints and ligaments of other and unspecified parts of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04,Injury of cranial nerves
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.0,Injury of optic nerve and pathways
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.1,Injury of oculomotor nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.2,Injury of trochlear nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.3,Injury of trigeminal nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.4,Injury of abducent nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.5,Injury of facial nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.6,Injury of acoustic nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.7,Injury of accessory nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.8,Injury of other cranial nerves
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S04.9,Injury of unspecified cranial nerve
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05,Injury of eye and orbit
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.0,Injury of conjunctiva and corneal abrasion without mention of foreign body
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.1,Contusion of eyeball and orbital tissues
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.2,Ocular laceration and rupture with prolapse or loss of intraocular tissue
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.3,Ocular laceration without prolapse or loss of intraocular tissue
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.4,Penetrating wound of orbit with or without foreign body
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.5,Penetrating wound of eyeball with foreign body
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.6,Penetrating wound of eyeball without foreign body
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.7,Avulsion of eye
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.8,Other injuries of eye and orbit
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S05.9,"Injury of eye and orbit, unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06,Intracranial injury
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.0,Concussion
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.1,Traumatic cerebral oedema
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.2,Diffuse brain injury
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.3,Focal brain injury
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.4,Epidural haemorrhage
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.5,Traumatic subdural haemorrhage
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.6,Traumatic subarachnoid haemorrhage
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.7,Intracranial injury with prolonged coma
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.8,Other intracranial injuries
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S06.9,"Intracranial injury, unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S07,Crushing injury of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S07.0,Crushing injury of face
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S07.1,Crushing injury of skull
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S07.8,Crushing injury of other parts of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S07.9,"Crushing injury of head, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S08,Traumatic amputation of part of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S08.0,Avulsion of scalp
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S08.1,Traumatic amputation of ear
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S08.8,Traumatic amputation of other parts of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S08.9,Traumatic amputation of unspecified part of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S09,Other and unspecified injuries of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S09.0,"Injury of blood vessels of head, not elsewhere classified"
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S09.1,Injury of muscle and tendon of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S09.2,Traumatic rupture of ear drum
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S09.7,Multiple injuries of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S09.8,Other specified injuries of head
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S09.9,Unspecified injury of head
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S10,Superficial injury of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S10.0,Contusion of throat
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S10.1,Other and unspecified superficial injuries of throat
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S10.7,Multiple superficial injuries of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S10.8,Superficial injury of other parts of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S10.9,"Superficial injury of neck, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S11,Open wound of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S11.0,Open wound involving larynx and trachea
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S11.1,Open wound involving thyroid gland
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S11.2,Open wound involving pharynx and cervical oesophagus
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S11.7,Multiple open wounds of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S11.8,Open wound of other parts of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S11.9,"Open wound of neck, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S12,Fracture of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S12.0,Fracture of first cervical vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S12.1,Fracture of second cervical vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S12.2,Fracture of other specified cervical vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S12.7,Multiple fractures of cervical spine
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S12.8,Fracture of other parts of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S12.9,"Fracture of neck, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13,"Dislocation, sprain and strain of joints and ligaments at neck level"
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13.0,Traumatic rupture of cervical intervertebral disc
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13.1,Dislocation of cervical vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13.2,Dislocation of other and unspecified parts of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13.3,Multiple dislocations of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13.4,Sprain and strain of cervical spine
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13.5,Sprain and strain of thyroid region
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S13.6,Sprain and strain of joints and ligaments of other and unspecified parts of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14,Injury of nerves and spinal cord at neck level
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14.0,Concussion and oedema of cervical spinal cord
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14.1,Other and unspecified injuries of cervical spinal cord
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14.2,Injury of nerve root of cervical spine
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14.3,Injury of brachial plexus
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14.4,Injury of peripheral nerves of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14.5,Injury of cervical sympathetic nerves
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S14.6,Injury of other and unspecified nerves of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15,Injury of blood vessels at neck level
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15.0,Injury of carotid artery
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15.1,Injury of vertebral artery
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15.2,Injury of external jugular vein
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15.3,Injury of internal jugular vein
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15.7,Injury of multiple blood vessels at neck level
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15.8,Injury of other blood vessels at neck level
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S15.9,Injury of unspecified blood vessel at neck level
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S16,Injury of muscle and tendon at neck level
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S17,Crushing injury of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S17.0,Crushing injury of larynx and trachea
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S17.8,Crushing injury of other parts of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S17.9,"Crushing injury of neck, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S18,Traumatic amputation at neck level
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S19,Other and unspecified injuries of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S19.7,Multiple injuries of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S19.8,Other specified injuries of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S10-S19,Injuries to the neck,S19.9,Unspecified injury of neck
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20,Superficial injury of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20.0,Contusion of breast
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20.1,Other and unspecified superficial injuries of breast
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20.2,Contusion of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20.3,Other superficial injuries of front wall of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20.4,Other superficial injuries of back wall of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20.7,Multiple superficial injuries of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20.8,Superficial injury of other and unspecified parts of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21,Open wound of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21.0,Open wound of breast
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21.1,Open wound of front wall of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21.2,Open wound of back wall of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21.7,Multiple open wounds of thoracic wall
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21.8,Open wound of other parts of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21.9,"Open wound of thorax, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22,"Fracture of rib(s), sternum and thoracic spine"
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.0,Fracture of thoracic vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.1,Multiple fractures of thoracic spine
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.2,Fracture of sternum
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.3,Fracture of rib
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.4,Multiple fractures of ribs
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.5,Flail chest
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.8,Fracture of other parts of bony thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22.9,"Fracture of bony thorax, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23,"Dislocation, sprain and strain of joints and ligaments of thorax"
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23.0,Traumatic rupture of thoracic intervertebral disc
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23.1,Dislocation of thoracic vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23.2,Dislocation of other and unspecified parts of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23.3,Sprain and strain of thoracic spine
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23.4,Sprain and strain of ribs and sternum
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23.5,Sprain and strain of other and unspecified parts of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24,Injury of nerves and spinal cord at thorax level
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24.0,Concussion and oedema of thoracic spinal cord
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24.1,Other and unspecified injuries of thoracic spinal cord
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24.2,Injury of nerve root of thoracic spine
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24.3,Injury of peripheral nerves of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24.4,Injury of thoracic sympathetic nerves
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24.5,Injury of other nerves of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24.6,Injury of unspecified nerve of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25,Injury of blood vessels of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.0,Injury of thoracic aorta
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.1,Injury of innominate or subclavian artery
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.2,Injury of superior vena cava
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.3,Injury of innominate or subclavian vein
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.4,Injury of pulmonary blood vessels
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.5,Injury of intercostal blood vessels
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.7,Injury of multiple blood vessels of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.8,Injury of other blood vessels of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25.9,Injury of unspecified blood vessel of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S26,Injury of heart
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S26.0,Injury of heart with haemopericardium
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S26.8,Other injuries of heart
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S26.9,"Injury of heart, unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27,Injury of other and unspecified intrathoracic organs
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.0,Traumatic pneumothorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.1,Traumatic haemothorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.2,Traumatic haemopneumothorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.3,Other injuries of lung
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.4,Injury of bronchus
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.5,Injury of thoracic trachea
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.6,Injury of pleura
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.7,Multiple injuries of intrathoracic organs
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.8,Injury of other specified intrathoracic organs
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27.9,Injury of unspecified intrathoracic organ
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S28,Crushing injury of thorax and traumatic amputation of part of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S28.0,Crushed chest
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S28.1,Traumatic amputation of part of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S29,Other and unspecified injuries of thorax
